X,Y,OBJECTID,STOPID,STOPCODE,STOPNAME,STOPDESC,LOCATIONTYPE,STOPLAT,STOPLON,PARENTSTATION,MODE
1756846.2382,5932232.4883,437003,3260-7f87c79b,3260,View Road,,Stop,-36.74269,174.75681,,Bus
1757957.2651,5928750.5078,437004,3261-2489b71c,3261,Saltburn Road,,Stop,-36.77388,174.76997,,Bus
1757152.7806,5931028.2627,437005,3262-87cf4304,3262,Campbells Bay School,,Stop,-36.75349,174.76049,,Bus
1758165.7308,5928677.8398,437006,3263-391e5fab,3263,Muritai Road,,Stop,-36.7745,174.77232,,Bus
1756907.5424,5930804.1487,437007,3264-5d47b774,3264,60 Aberdeen Road,,Stop,-36.75555,174.75779,,Bus
1758381.1144,5928545.1076,437008,3265-c8435441,3265,Eric Price Avenue,,Stop,-36.77566,174.77476,,Bus
1756659.0897,5930550.1222,437009,3266-92f12780,3266,Aberdeen Road/East Coast Road,,Stop,-36.75788,174.75506,,Bus
1758368.9135,5928128.0398,437010,3267-48fbe2b3,3267,O'Neills Avenue,,Stop,-36.77942,174.77471,,Bus
1756543.9525,5930553.3425,437011,3268-9d10aa5e,3268,East Coast Road/Greville Reserve,,Stop,-36.75787,174.75377,,Bus
1758325.6744,5927914.6456,437012,3269-b0ec8da1,3269,Brett Avenue,,Stop,-36.78135,174.77427,,Bus
1756726.888,5930448.9958,437013,3270-e204f3ed,3270,Kenmure Avenue,,Stop,-36.75878,174.75584,,Bus
1758224.3066,5927454.838,437014,3271-2c562816,3271,Anzac Street,,Stop,-36.78551,174.77323,,Bus
1756774.6935,5930231.7057,437015,3272-005532a1,3272,Castor Bay Road,,Stop,-36.76073,174.75642,,Bus
1757821.4038,5927197.0501,437016,3273-329359f7,3273,Takapuna Primary School,,Stop,-36.7879,174.76877,,Bus
1756755.3007,5929953.499,437017,3274-87930a43,3274,Dewsbury Terrace,,Stop,-36.76324,174.75626,,Bus
1754085.7899,5930813.3299,437018,3275-af3d8d2f,3275,Sunset Road/Meadowood Drive,,Stop,-36.75593,174.72619,,Bus
1756687.9289,5929639.5489,437019,3276-59e4ed45,3276,Marsh Avenue,,Stop,-36.76608,174.75557,,Bus
1757564.9045,5927035.3165,437020,3277-dda3fc65,3277,Barrys Point Road,,Stop,-36.7894,174.76593,,Bus
1756867.2601,5929388.7689,437021,3278-d4dafce3,3278,Penning Road,,Stop,-36.76831,174.75763,,Bus
1752883.6616,5935951.0078,437022,3279-80dc915c,3279,115 Fairview Avenue,,Stop,-36.70983,174.7117,,Bus
1757132.3431,5929286.232,437023,3280-42787b5b,3280,Seaview Road,,Stop,-36.76919,174.76062,,Bus
1756577.9097,5928022.3511,437024,3281-545dd1cc,3281,Brook Street,,Stop,-36.78067,174.75467,,Bus
1757443.4272,5928918.7021,437025,3282-46daf077,3282,Milford Shops,,Stop,-36.77245,174.76418,,Bus
1756726.5124,5928190.5354,437026,3283-a312d4bc,3283,Shakespeare Road/Carmel College,,Stop,-36.77913,174.7563,,Bus
1757747.7191,5928813.2022,437027,3284-d8fe2ac5,3284,Milford Rd,,Stop,-36.77335,174.76761,,Bus
1757031.8491,5928531.1868,437028,3285-7de4a271,3285,Shakespeare Road/Alma Road,,Stop,-36.77601,174.75965,,Bus
1757924.2422,5928751.1187,437029,3286-a8eaecc3,3286,Saltburn Road,,Stop,-36.77388,174.7696,,Bus
1755011.0591,5929245.0939,437030,3287-db578f1a,3287,Wairau Road/Target Road,,Stop,-36.76991,174.73687,,Bus
1758150.4555,5928672.5736,437031,3288-f4b0f273,3288,Muritai Road,,Stop,-36.77455,174.77215,,Bus
1751411.8712,5935184.7994,437032,3289-f22bb48e,3289,Quail Drive,,Stop,-36.71697,174.69538,,Bus
1758370.3839,5928544.1968,437033,3290-f857cc7f,3290,Eric Price Avenue,,Stop,-36.77567,174.77464,,Bus
1751596.9691,5935092.7405,437034,3291-e79e4e24,3291,Gills Road,,Stop,-36.71777,174.69747,,Bus
1758364.7805,5928145.8737,437035,3292-40dce9d1,3292,O'Neills Avenue,,Stop,-36.77926,174.77466,,Bus
1751965.2751,5934853.1551,437036,3293-8b2a9b3b,3293,Living Stream Avenue,,Stop,-36.71987,174.70164,,Bus
1758280.768,5927755.6636,437037,3294-48ade7c9,3294,Killarney Street,,Stop,-36.78279,174.7738,,Bus
1755086.9847,5930968.3441,437038,3295-f4661eb4,3295,Sequoia Place,,Stop,-36.75437,174.73737,,Bus
1755259.3136,5931212.6997,437039,3297-ec6ca456,3297,Erica Road,,Stop,-36.75214,174.73925,,Bus
1758219.2197,5927469.3601,437040,3298-b433065e,3298,Anzac Street,,Stop,-36.78538,174.77317,,Bus
1755109.3435,5931412.9672,437041,3299-1f875ec2,3299,Sunset Road,,Stop,-36.75036,174.73753,,Bus
1755053.9944,5930823.5593,437042,3301-0578e2ff,3301,Juniper Road,,Stop,-36.75568,174.73703,,Bus
1757151.1432,5927009.6516,437043,3302-146cd6d7,3302,St Joseph's Catholic Church,,Stop,-36.7897,174.7613,,Bus
1755143.3517,5930629.942,437044,3303-7917cf11,3303,Salamanca Road,,Stop,-36.75741,174.73807,,Bus
1756819.3126,5927362.0188,437045,3304-e798502b,3304,Rangitira Avenue,,Stop,-36.78658,174.75751,,Bus
1755304.033,5930479.4192,437046,3305-5a2d6742,3305,Sunnynook Shopping Centre,,Stop,-36.75874,174.7399,,Bus
1756513.6361,5927681.7073,437047,3306-b38cd911,3306,Shea Terrace,,Stop,-36.78375,174.75402,,Bus
1755438.2582,5930494.735,437048,3307-fdbc705a,3307,Sycamore Drive,,Stop,-36.75858,174.7414,,Bus
1751381.3065,5934467.3209,437049,3309-3edbd7b7,3309,Dairy Flat Highway,,Stop,-36.72344,174.69518,,Bus
1756593.1217,5928024.2917,437050,3310-7c8849de,3310,Brook Street,,Stop,-36.78065,174.75484,,Bus
1757348.3593,5931076.8247,437051,3311-8f805821,3311,Aberdeen Road,,Stop,-36.75302,174.76267,,Bus
1756844.6708,5928304.8959,437052,3312-46d7dfac,3312,Shakespeare Road/Carmel College,,Stop,-36.77808,174.7576,,Bus
1757459.3195,5930894.9909,437053,3313-c11b8f0f,3313,Kennedy Park,,Stop,-36.75464,174.76395,,Bus
1756941.3518,5928416.3203,437054,3314-0b1c0009,3314,Shakespeare Road/Alma Road,,Stop,-36.77706,174.75866,,Bus
1757749.4007,5930451.2628,437055,3315-2c6e2b3d,3315,Castor Bay Beach,,Stop,-36.75859,174.76729,,Bus
1757679.1513,5930031.9392,437056,3317-34d3772f,3317,Beach Road/Rahopara Street,,Stop,-36.76238,174.76659,,Bus
1757126.3417,5928620.4532,437057,3318-dd71be95,3318,Milford School,,Stop,-36.77519,174.76069,,Bus
1757527.0005,5929674.0561,437058,3319-7c877fc2,3319,Commodore Parry Road,,Stop,-36.76563,174.76496,,Bus
1757356.9883,5928879.2322,437059,3320-992169d1,3320,Kitchener Road,,Stop,-36.77282,174.76322,,Bus
1755118.4654,5931029.9214,437060,3322-b9ea0eb9,3322,Sequoia Place,,Stop,-36.75381,174.73771,,Bus
1757673.8629,5928923.3286,437061,3323-008aba42,3323,Milford Centre,,Stop,-36.77237,174.76676,,Bus
1755251.5408,5931227.2683,437062,3324-62d28354,3324,Erica Road,,Stop,-36.75201,174.73916,,Bus
1753208.5752,5935183.8901,437063,3325-78e17f93,3325,Medallion Drive,,Stop,-36.71669,174.71549,,Bus
1755087.4872,5931438.8892,437064,3326-cbdb4b45,3326,Sunset Road,,Stop,-36.75013,174.73728,,Bus
1755060.3239,5930827.8836,437065,3328-723ccdd3,3328,Juniper Road,,Stop,-36.75564,174.7371,,Bus
1755185.254,5930577.0204,437066,3330-8d823a82,3330,Salamanca Road,,Stop,-36.75788,174.73855,,Bus
1755340.5321,5930473.2066,437067,3332-44de3828,3332,Sunnynook Shopping Centre,,Stop,-36.75879,174.74031,,Bus
1756838.8533,5929057.4566,437068,3335-3ddd8201,3335,Dallinghoe Crescent/Stanley Avenue,,Stop,-36.7713,174.75738,,Bus
1757092.4661,5928962.8997,437069,3337-f3f09586,3337,Dallinghoe Crescent,,Stop,-36.77211,174.76024,,Bus
1756625.4524,5929008.1024,437070,3339-e8099098,3339,Stanley Avenue/Nile Road,,Stop,-36.77178,174.755,,Bus
1757486.4964,5930819.0227,437071,3340-9dc620ab,3340,Kennedy Park,,Stop,-36.75532,174.76427,,Bus
1756741.9526,5928788.4414,437072,3341-529a4bfd,3341,Nile Road/Alma Road,,Stop,-36.77374,174.75635,,Bus
1757693.2191,5930552.1835,437073,3342-917de43e,3342,Castor Bay Road,,Stop,-36.75769,174.76664,,Bus
1756339.9107,5927895.7554,437074,3343-f11c1b3c,3343,Westlake Girls High School,,Stop,-36.78185,174.75203,,Bus
1757595.3769,5930234.3619,437075,3344-3f1a9ce6,3344,56 Beach Road,,Stop,-36.76057,174.76561,,Bus
1756585.1669,5927639.3322,437076,3345-fcb40011,3345,Shea Terrace,,Stop,-36.78412,174.75483,,Bus
1757692.447,5930074.9766,437077,3346-9ae3c104,3346,Beach Road/Rahopara Street,,Stop,-36.76199,174.76673,,Bus
1756754.2601,5927465.3169,437078,3347-1681eb42,3347,Northcote Road,,Stop,-36.78566,174.75676,,Bus
1757522.9672,5929697.4366,437079,3348-0b8328c9,3348,Commodore Parry Road,,Stop,-36.76542,174.76491,,Bus
1756997.5841,5927202.257,437080,3349-37cac237,3349,Taharoto Park,,Stop,-36.78799,174.75954,,Bus
1757651.578,5929312.1766,437081,3350-e924d8a5,3350,Omana Road,,Stop,-36.76887,174.76643,,Bus
1757154.3105,5927036.2289,437082,3351-f85fcd38,3351,St Joseph's Catholic Church,,Stop,-36.78946,174.76133,,Bus
1756272.0995,5927605.1167,437083,3353-6403c547,3353,Stop D Smales Farm,,Stop,-36.78448,174.75133,41383-fd30e296,Bus
1757675.3905,5928957.7048,437084,3354-139e6872,3354,Milford Centre,,Stop,-36.77206,174.76677,,Bus
1756214.6021,5927633.9145,437085,3355-dbd9aecd,3355,Stop B Smales Farm,,Stop,-36.78423,174.75068,41383-fd30e296,Bus
1755232.9369,5929073.4834,437086,3357-488b2350,3357,Wairau Road/Diana Drive,,Stop,-36.77142,174.73939,,Bus
1755468.4029,5928815.0545,437087,3359-11df9c2f,3359,Tristram Avenue,,Stop,-36.77371,174.74208,,Bus
1756249.7086,5927601.0873,437088,3360-2172b89d,3360,Stop A Smales Farm,,Stop,-36.78452,174.75108,41383-fd30e296,Bus
1755680.4548,5928399.4527,437089,3361-98d82ca9,3361,Pak'nSAVE Wairau,,Stop,-36.77742,174.74454,,Bus
1756256.6053,5927636.4751,437090,3362-ccf47a82,3362,Stop C Smales Farm,,Stop,-36.7842,174.75115,41383-fd30e296,Bus
1756110.0137,5928114.1564,437091,3363-5a4fa6d8,3363,Wairau Road/Forrest Hill Road,,Stop,-36.77992,174.74941,,Bus
1756796.8744,5927063.8905,437092,3365-04b44a55,3365,25 Karaka Street,,Stop,-36.78927,174.75732,,Bus
1756810.797,5926752.8859,437093,3367-db821072,3367,Puriri Street,,Stop,-36.79207,174.75754,,Bus
1757031.5044,5926959.6925,437094,3369-35750b23,3369,St Joseph's Catholic School,,Stop,-36.79017,174.75997,,Bus
1756807.1497,5929081.3449,437095,3372-32e09531,3372,Dallinghoe Crescent/Stanley Avenue,,Stop,-36.77109,174.75702,,Bus
1757111.25,5928964.7738,437096,3374-3235e341,3374,Dallinghoe Crescent,,Stop,-36.77209,174.76045,,Bus
1756632.552,5929005.7526,437097,3376-1a5b708c,3376,Stanley Avenue/Nile Road,,Stop,-36.7718,174.75508,,Bus
1756748.8687,5928776.1065,437098,3378-e6c2835e,3378,Nile Road/Alma Road,,Stop,-36.77385,174.75643,,Bus
1758689.5995,5926169.8954,437099,3380-9fc46a75,3380,Hauraki Corner,,Stop,-36.79701,174.77871,,Bus
1758000.0695,5927252.5649,437100,3381-6ba5b057,3381,Stop C Takapuna,,Stop,-36.78737,174.77076,41123-5e6e51b3,Bus
1758255.7835,5926841.6304,437101,3383-906dca87,3383,Lake Road/Bracken Avenue,,Stop,-36.79103,174.77371,,Bus
1756082.0642,5928099.1301,437102,3386-72a1a329,3386,Wairau Road/Forrest Hill Road,,Stop,-36.78006,174.7491,,Bus
1758628.3596,5926236.5142,437103,3387-1a1780ed,3387,Hauraki Corner,,Stop,-36.79642,174.77801,,Bus
1755678.9756,5928367.2953,437104,3388-de202ff4,3388,Pak'nSAVE Wairau,,Stop,-36.77771,174.74453,,Bus
1758815.2653,5926112.0653,437105,3389-5d33b130,3389,Bayview Road,,Stop,-36.79751,174.78013,,Bus
1755603.0473,5928511.8445,437106,3390-a920327e,3390,Wairau Road/Archers Road,,Stop,-36.77642,174.74365,,Bus
1759178.1597,5926044.2611,437107,3391-83f31a6d,3391,Clifton Road,,Stop,-36.79806,174.78421,,Bus
1755331.5688,5928998.4428,437108,3392-0cc12780,3392,Hillside Road,,Stop,-36.77208,174.74051,,Bus
1759367.8367,5925782.128,437109,3393-0e333455,3393,Wilson School,,Stop,-36.80039,174.78639,,Bus
1754855.9563,5929259.0058,437110,3394-66a54218,3394,Woodall Place,,Stop,-36.76981,174.73513,,Bus
1759529.8437,5925329.6155,437111,3395-9f133470,3395,Belmont Intermediate School,,Stop,-36.80444,174.7883,,Bus
1754378.3105,5929211.0542,437112,3396-b1dcbe2c,3396,View Road,,Stop,-36.77032,174.72979,,Bus
1759617.9977,5925080.4721,437113,3397-fe0dab0b,3397,Corella Road,,Stop,-36.80667,174.78934,,Bus
1754058.283,5929337.8012,437114,3398-8edb8ea5,3398,Ellice Road,,Stop,-36.76923,174.72618,,Bus
1759760.3932,5924678.2633,437115,3399-def5ca78,3399,Montgomery Avenue,,Stop,-36.81027,174.79102,,Bus
1753507.7887,5929508.6339,437116,3400-75e06476,3400,Glenfield Road/James Street,,Stop,-36.76778,174.71998,,Bus
1759872.2413,5924360.9719,437117,3401-ad26aa97,3401,Kawerau Avenue,,Stop,-36.81311,174.79234,,Bus
1760289.1603,5923326.5368,437118,3403-1b567091,3403,Mozeley Avenue,,Stop,-36.82236,174.79723,,Bus
1756770.365,5927029.9732,437119,3404-665e3243,3404,38 Karaka Street,,Stop,-36.78958,174.75703,,Bus
1760217.8226,5922901.697,437120,3405-412d908f,3405,St Pauls Devonport,,Stop,-36.8262,174.79652,,Bus
1756816.9615,5926748.3334,437121,3406-d91e2e44,3406,Puriri Street,,Stop,-36.79211,174.75761,,Bus
1760229.2979,5922752.7617,437122,3407-42e16cae,3407,Hastings Parade,,Stop,-36.82754,174.79668,,Bus
1757042.2122,5926959.4955,437123,3408-e0b1b769,3408,St Joseph's Catholic School,,Stop,-36.79017,174.76009,,Bus
1760187.9691,5922642.554,437124,3409-5c74806b,3409,Victoria Road,,Stop,-36.82854,174.79624,,Bus
1758030.665,5927217.5938,437125,3410-d876affc,3410,Stop D Takapuna,,Stop,-36.78768,174.77111,41123-5e6e51b3,Bus
1759942.6989,5922599.4378,437126,3411-5a5cb4d3,3411,Shoal Bay Road,,Stop,-36.82897,174.7935,,Bus
1759685.7146,5922597.5984,437127,3413-4d20c5cf,3413,Roslyn Road,,Stop,-36.82903,174.79062,,Bus
1758329.7155,5926737.045,437128,3414-7e7cf8e7,3414,Takapuna Methodist Church,,Stop,-36.79196,174.77456,,Bus
1759386.8756,5922647.5869,437129,3415-730d21fb,3415,St Augustine's Church,,Stop,-36.82863,174.78726,,Bus
1758502.2958,5926465.2624,437130,3416-66ae99b9,3416,Cameron Street,,Stop,-36.79438,174.77655,,Bus
1759168.1363,5922734.9135,437131,3417-f88a6ae1,3417,Summer Street,,Stop,-36.82788,174.78479,,Bus
1758855.1681,5926098.0044,437132,3418-29eeca40,3418,Bayview Road,,Stop,-36.79763,174.78058,,Bus
1759024.7896,5922798.6309,437133,3419-90407483,3419,Glen Road,,Stop,-36.82733,174.78317,,Bus
1759250.3061,5926036.2556,437134,3420-c2b154b9,3420,Clifton Road,,Stop,-36.79812,174.78502,,Bus
1758801.6663,5922890.4688,437135,3421-bddfa120,3421,Stanley Bay Park,,Stop,-36.82654,174.78065,,Bus
1759396.2844,5925728.3243,437136,3422-b1fda57d,3422,Wilson School,,Stop,-36.80087,174.78672,,Bus
1758503.5815,5922933.7526,437137,3423-aec99d3f,3423,First Avenue,,Stop,-36.8262,174.7773,,Bus
1759576.9819,5925225.5187,437138,3424-2cce3623,3424,Winscombe Street,,Stop,-36.80537,174.78885,,Bus
1760348.5079,5922307.6899,437139,3425-e0005df6,3425,Devonport Library,,Stop,-36.83153,174.79811,,Bus
1759758.3613,5924712.7064,437140,3426-c639e72e,3426,Montgomery Avenue,,Stop,-36.80996,174.79099,,Bus
1759894.8938,5924331.6913,437141,3428-63262d20,3428,Kawerau Avenue,,Stop,-36.81337,174.7926,,Bus
1761101.5686,5922641.9787,437142,3429-ff39e947,3429,Cambridge Terrace,,Stop,-36.82839,174.80648,,Bus
1760322.8612,5923268.191,437143,3432-63c237ba,3432,Mozeley Avenue,,Stop,-36.82288,174.79762,,Bus
1760228.3378,5922891.5107,437144,3434-d6872e4d,3434,St Pauls Devonport,,Stop,-36.82629,174.79664,,Bus
1760239.9797,5922751.451,437145,3436-fd6b9209,3436,Hastings Parade,,Stop,-36.82755,174.7968,,Bus
1759892.8373,5922604.8129,437146,3438-a4b62f27,3438,Shoal Bay Road,,Stop,-36.82893,174.79294,,Bus
1760914.221,5923257.0468,437147,3439-ecab5b6f,3439,Albert Road,,Stop,-36.82288,174.80425,,Bus
1759707.3067,5922607.1823,437148,3440-e7423f2e,3440,Roslyn Road,,Stop,-36.82894,174.79086,,Bus
1759612.872,5922614.5009,437149,3442-0de1181a,3442,Kiwi Road,,Stop,-36.82889,174.7898,,Bus
1759497.3022,5922636.642,437150,3444-2ce99146,3444,Naval Hospital,,Stop,-36.82871,174.7885,,Bus
1758219.5276,5926474.9501,437151,3445-bd95deae,3445,Burns Avenue,,Stop,-36.79434,174.77338,,Bus
1759350.6199,5922664.9126,437152,3446-037c2a87,3446,St Augustine's Church,,Stop,-36.82848,174.78685,,Bus
1758503.5651,5926437.4931,437153,3447-edef4d2a,3447,Cameron Street,,Stop,-36.79463,174.77657,,Bus
1759152.3932,5922751.8551,437154,3448-755d5ec2,3448,Summer Street,,Stop,-36.82773,174.78461,,Bus
1760323.622,5922502.3817,437155,3449-d30ca831,3449,Devonport Shops,,Stop,-36.82978,174.79779,,Bus
1759014.3354,5922812.144,437156,3450-9bc4870b,3450,Glen Road,,Stop,-36.82721,174.78305,,Bus
1760782.6015,5922618.037,437157,3451-5073f4ef,3451,Tudor Street,,Stop,-36.82866,174.80291,,Bus
1758807.4105,5922911.4487,437158,3452-aacb5615,3452,Stanley Bay Park,,Stop,-36.82635,174.78071,,Bus
1760760.9905,5922749.4071,437159,3453-c885bf5a,3453,Fuji Reserve,,Stop,-36.82748,174.80264,,Bus
1758514.5113,5922945.7575,437160,3454-675a2f28,3454,First Avenue,,Stop,-36.82609,174.77742,,Bus
1760795.1165,5922903.0326,437161,3455-c600f9b5,3455,Devonport Museum,,Stop,-36.82609,174.80299,,Bus
1758351.7366,5922876.6443,437162,3456-56f54ee5,3456,Secret Cove,,Stop,-36.82674,174.77561,,Bus
1760989.2947,5923499.7964,437163,3457-f0ea2b21,3457,Vauxhall Road Shops,,Stop,-36.82068,174.80504,,Bus
1760570.5354,5922301.2889,437164,3458-bfd6df1b,3458,Mays Street,,Stop,-36.83155,174.8006,,Bus
1761008.6675,5923816.8479,437165,3459-781318ac,3459,Ascot Avenue,,Stop,-36.81782,174.80519,,Bus
1760421.6601,5922307.4228,437166,3460-31b4611d,3460,Devonport Beach,,Stop,-36.83152,174.79893,,Bus
1760904.1692,5924000.8363,437167,3461-e5d84b74,3461,Morrison Avenue,,Stop,-36.81618,174.80398,,Bus
1760127.5296,5922227.4972,437168,3462-53d6f132,3462,Devonport Terminal,,Stop,-36.83229,174.79565,,Bus
1760906.1776,5922500.2798,437169,3464-849e4431,3464,Duders Beach,,Stop,-36.8297,174.80432,,Bus
1760888.0071,5923286.3978,437170,3465-21bb6ced,3465,Cambria Road,,Stop,-36.82262,174.80395,,Bus
1760639.5918,5923172.3295,437171,3467-c92d6c47,3467,Church Street,,Stop,-36.82369,174.80119,,Bus
1761252.4552,5922788.9551,437172,3468-c96f202c,3468,Devonport Domain,,Stop,-36.82704,174.80814,,Bus
1760465.7562,5923085.7065,437173,3469-3ff978b4,3469,Albert Road/Lake Road,,Stop,-36.8245,174.79926,,Bus
1761195.1532,5923014.2297,437174,3472-907edda3,3472,Eton Avenue,,Stop,-36.82502,174.80745,,Bus
1759872.637,5924001.3756,437175,3473-55421ba3,3473,William Sanders Retirement Village,,Stop,-36.81635,174.79242,,Bus
1761094.8359,5923182.6044,437176,3474-d202db7e,3474,Matai Road,,Stop,-36.82352,174.80629,,Bus
1759561.2805,5924004.9891,437177,3475-7771b854,3475,Wesley Street,,Stop,-36.81637,174.78893,,Bus
1761017.4933,5923433.7825,437178,3476-800fe6bd,3476,Vauxhall Road,,Stop,-36.82127,174.80537,,Bus
1759694.8789,5924086.8355,437179,3477-2f1d08a2,3477,Regent Street,,Stop,-36.81561,174.79041,,Bus
1760968.6777,5923400.2992,437180,3478-fa723dbf,3478,Vauxhall Road Shops,,Stop,-36.82158,174.80483,,Bus
1759711.1274,5924239.6892,437181,3479-5ff64df1,3479,17 Kawerau Avenue,,Stop,-36.81423,174.79056,,Bus
1759920.4151,5924407.7917,437182,3481-8d5b7798,3481,Old Lake Road/Fraser Road,,Stop,-36.81268,174.79287,,Bus
1760132.2299,5924424.9033,437183,3483-05ab5e13,3483,Wicklow Road,,Stop,-36.81249,174.79524,,Bus
1758120.7277,5926393.5447,437184,3484-ce435305,3484,Eldon Street,,Stop,-36.79509,174.77229,,Bus
1758332.9422,5926526.1179,437185,3486-55293d5a,3486,Esmonde Road/Lake Road,,Stop,-36.79386,174.77464,,Bus
1760353.8795,5924442.9346,437186,3487-d70a2203,3487,Merani Street,,Stop,-36.81229,174.79772,,Bus
1759684.3859,5924956.0371,437187,3488-c4803514,3488,Belmont Shops,,Stop,-36.80778,174.79011,,Bus
1760670.7311,5924303.7881,437188,3489-20aa76b1,3489,Narrow Neck Beach,,Stop,-36.81349,174.8013,,Bus
1760323.0109,5922422.4841,437189,3490-4aa2bc66,3490,Devonport Shops,,Stop,-36.8305,174.7978,,Bus
1761029.7613,5923799.8017,437190,3494-2472e9d8,3494,Ascot Avenue,,Stop,-36.81797,174.80543,,Bus
1760933.8696,5923966.9802,437191,3496-d67bfab6,3496,Morrison Avenue,,Stop,-36.81648,174.80432,,Bus
1760816.1907,5923263.3364,437192,3500-17e5d3a3,3500,Cambria Road,,Stop,-36.82284,174.80315,,Bus
1760578.9751,5923127.968,437193,3502-49e35de6,3502,Church Sreet,,Stop,-36.8241,174.80052,,Bus
1759935.682,5924032.3785,437194,3506-f0e63ae1,3506,William Sanders Retirement Village,,Stop,-36.81606,174.79312,,Bus
1757899.3807,5924080.325,437195,3507-2304204c,3507,O'Neill's Park,,Stop,-36.81597,174.77029,,Bus
1759579.5976,5923982.4494,437196,3508-e260d0a0,3508,Wesley Street,,Stop,-36.81657,174.78914,,Bus
1759676.1255,5924086.0769,437197,3510-0d176035,3510,Regent Street,,Stop,-36.81562,174.7902,,Bus
1758261.3639,5924160.1798,437198,3511-0b81d7b1,3511,Balfour Street,,Stop,-36.81519,174.77433,,Bus
1759925.0211,5924415.4742,437199,3512-bc8f80e7,3512,Old Lake Road/Fraser Road,,Stop,-36.81261,174.79292,,Bus
1758539.7298,5924253.7831,437200,3513-6b889363,3513,Sandy Bay Road,,Stop,-36.8143,174.77743,,Bus
1760122.5214,5924430.6349,437201,3514-9d793a2a,3514,Wicklow Road,,Stop,-36.81244,174.79513,,Bus
1758141.1229,5926530.7852,437202,3515-48333961,3515,Esmonde Road,,Stop,-36.79385,174.77249,,Bus
1760310.189,5924444.866,437203,3516-13b78b22,3516,Merani Street,,Stop,-36.81228,174.79723,,Bus
1758843.593,5924422.3714,437204,3517-ef016a79,3517,Bayswater Park,,Stop,-36.81273,174.7808,,Bus
1760421.0351,5924454.9895,437205,3518-217afcc1,3518,Handley Avenue,,Stop,-36.81217,174.79847,,Bus
1759086.9955,5924554.3433,437206,3519-e95255d3,3519,Leander Road,,Stop,-36.8115,174.7835,,Bus
1760640.6029,5924409.7913,437207,3520-22326c5b,3520,Narrow Neck Beach,,Stop,-36.81254,174.80094,,Bus
1759432.4772,5924752.1008,437208,3521-ca23ca46,3521,Preston Avenue,,Stop,-36.80966,174.78733,,Bus
1759621.7697,5924852.8845,437209,3523-896660bd,3523,Moana Avenue,,Stop,-36.80872,174.78943,,Bus
1759056.8396,5925234.1253,437210,3525-045de669,3525,Creamer Avenue/Eversleigh Road,,Stop,-36.80538,174.78302,,Bus
1759322.5759,5925174.7832,437211,3527-2dda9aa4,3527,Coronation Street,,Stop,-36.80587,174.78601,,Bus
1759134.3654,5925419.1314,437212,3529-84f5afc2,3529,Rutherford Street,,Stop,-36.8037,174.78385,,Bus
1757622.5116,5923536.0836,437213,3530-e69d4b15,3530,Bayswater Terminal,,Stop,-36.82092,174.7673,,Bus
1759117.9273,5925542.6298,437214,3531-fd12b583,3531,Northboro Road/Eversleigh Road,,Stop,-36.80259,174.78364,,Bus
1757819.8471,5924074.0289,437215,3532-522efbf1,3532,O'Neill's Park,,Stop,-36.81604,174.7694,,Bus
1758814.6534,5925743.6125,437216,3533-d1ee4567,3533,Birchfield Road,,Stop,-36.80083,174.7802,,Bus
1758007.9939,5924114.937,437217,3534-9c3a9bfb,3534,Lansdowne Street,,Stop,-36.81564,174.7715,,Bus
1758610.9898,5925878.362,437218,3535-8492e996,3535,Northboro Road/Jutland Road,,Stop,-36.79965,174.77789,,Bus
1758198.86,5924158.0104,437219,3536-ff7230ca,3536,Balfour Street,,Stop,-36.81522,174.77363,,Bus
1758208.695,5925553.9939,437220,3537-669b19f0,3537,Walter Street/Jutland Road,,Stop,-36.80264,174.77345,,Bus
1758594.0778,5924297.1657,437221,3538-8f25d1c9,3538,Sandy Bay Road,,Stop,-36.8139,174.77803,,Bus
1757979.4825,5925706.9592,437222,3539-d93726bc,3539,Charles Street,,Stop,-36.8013,174.77085,,Bus
1758781.6276,5924401.3289,437223,3540-191bce7a,3540,Bayswater Park,,Stop,-36.81293,174.78011,,Bus
1758376.9535,5925627.4496,437224,3541-4d5926af,3541,Sydney Street,,Stop,-36.80195,174.77532,,Bus
1759163.9609,5924613.948,437225,3542-fe4b095a,3542,Leander Road,,Stop,-36.81095,174.78435,,Bus
1758338.8852,5925740.2491,437226,3543-60339898,3543,Norman Road,,Stop,-36.80094,174.77487,,Bus
1759394.8017,5924741.7068,437227,3544-89844715,3544,Preston Avenue,,Stop,-36.80976,174.78691,,Bus
1758140.4857,5925870.4499,437228,3545-1734a987,3545,Hart Road,,Stop,-36.7998,174.77262,,Bus
1759622.0397,5924867.3073,437229,3546-0ad29d20,3546,Moana Avenue,,Stop,-36.80859,174.78943,,Bus
1757990.2419,5926769.9731,437230,3547-2f0b3731,3547,Burns Avenue/Bracken Avenue,,Stop,-36.79172,174.77075,,Bus
1759498.5767,5925232.5346,437231,3548-0daa6ccd,3548,Bardia Street/Lake Road,,Stop,-36.80532,174.78797,,Bus
1759275.708,5925150.1324,437232,3550-4fdd6e1d,3550,Coronation Street,,Stop,-36.8061,174.78549,,Bus
1758074.8802,5927146.856,437233,3551-2336b429,3551,Stop A Takapuna,,Stop,-36.78831,174.77162,41123-5e6e51b3,Bus
1759056.9845,5925241.8914,437234,3552-b428c925,3552,Creamer Avenue/Eversleigh Road,,Stop,-36.80531,174.78302,,Bus
